"sample" "diphthong" "speaker" "T1_0." "T1_10." "T1_20." "T1_30." "T1_40." "T1_50." "T1_60." "T1_70." "T1_80." "T1_90." "T1_100." "T2_0." "T2_10." "T2_20." "T2_30." "T2_40." "T2_50." "T2_60." "T2_70." "T2_80." "T2_90." "T2_100." "T3_0." "T3_10." "T3_20." "T3_30." "T3_40." "T3_50." "T3_60." "T3_70." "T3_80." "T3_90." "T3_100." "T4_0." "T4_10." "T4_20." "T4_30." "T4_40." "T4_50." "T4_60." "T4_70." "T4_80." "T4_90." "T4_100."
"88" 88 "aU" "M" 656 686.983050847458 698.593220338983 682.35593220339 655.186440677966 642.983050847458 635.389830508475 613.016949152542 560.661016949153 443.457627118644 331 1103 1131.50847457627 1148.54237288136 1130.20338983051 1102.57627118644 1086.86440677966 1078.5593220339 1049.40677966102 1034 1018.69491525424 997 2524 2525.67796610169 2538.23728813559 2516.50847457627 2496.49152542373 2475.06779661017 2442.5593220339 2416.1186440678 2396.35593220339 2384.54237288136 2352 3337 3351.72881355932 3318.64406779661 3246.20338983051 3251.1186440678 3246.27118644068 3154.01694915254 3129.4406779661 3107.40677966102 3119.93220338983 3170
"89" 89 "aI" "M" 508 576.372881355932 622.610169491525 648.169491525424 658.271186440678 643.067796610169 610.35593220339 554.661016949153 495.101694915254 451.423728813559 404 1328 1321.40677966102 1305.59322033898 1335.72881355932 1383.84745762712 1416.89830508475 1453.08474576271 1482.93220338983 1521.23728813559 1555.10169491525 1483 2673 2609.32203389831 2445.06779661017 2435.83050847458 2419.4406779661 2396.72881355932 2402.74576271186 2415.72881355932 2454.69491525424 2468.42372881356 2363 3637 3612.84745762712 3508.13559322034 3530.76271186441 3545.45762711864 3537.35593220339 3540.77966101695 3547.42372881356 3493.64406779661 3484.23728813559 3640
"90" 90 "aU" "M" 493 543.457627118644 552.322033898305 583.491525423729 601.491525423729 589.830508474576 557.779661016949 532.610169491525 485.779661016949 441.457627118644 409 1231 1209.33898305085 1176.76271186441 1132.40677966102 1070.22033898305 1021.98305084746 969.118644067797 902.576271186441 825.779661016949 778.593220338983 708 2403 2373.32203389831 2437.40677966102 2503.71186440678 2511.66101694915 2566.25423728814 2637.69491525424 2616.77966101695 2499.50847457627 1942.33898305085 1920 3331 3189.86440677966 3150.01694915254 3341.57627118644 3417.69491525424 3355.38983050847 3257.64406779661 3145.66101694915 3214.89830508475 3251.98305084746 3263
"91" 91 "aI" "M" 504 558.593220338983 609.254237288136 640.559322033898 613.491525423729 581.118644067797 527.237288135593 499.627118644068 484.694915254237 467.949152542373 408 1160 1120.18644067797 1118.15254237288 1189.33898305085 1251.81355932203 1351.22033898305 1407.94915254237 1484.69491525424 1498.89830508475 1469.71186440678 1384 2387 2444.91525423729 2460.79661016949 2403.96610169492 2372.49152542373 2351.18644067797 2341.69491525424 2326.61016949153 2283.8813559322 2218.66101694915 2136 3369 3192.32203389831 3282.86440677966 3240.54237288136 3257.84745762712 3260.22033898305 3275.27118644068 3261.98305084746 3231.54237288136 3127.91525423729 3028
"92" 92 "aI" "M" 540 571.033898305085 602.745762711864 607.932203389831 612.915254237288 587.338983050847 551.677966101695 514.474576271186 486.881355932203 457.932203389831 429 1371 1383.10169491525 1396.94915254237 1416.49152542373 1429.40677966102 1458.67796610169 1526.93220338983 1568.72881355932 1591.47457627119 1584.93220338983 1531 2453 2380.45762711864 2344.45762711864 2332.16949152542 2362.47457627119 2367.86440677966 2373.8813559322 2362.47457627119 2334.05084745763 2291.42372881356 2207 3786 3587.49152542373 3485.45762711864 3474.71186440678 3430.37288135593 3413.64406779661 3415.23728813559 3427.30508474576 3400.10169491525 3379.23728813559 3362
"93" 93 "aU" "M" 550 656.254237288136 648.254237288136 570.881355932203 481.745762711864 445.983050847458 386.813559322034 359.779661016949 354.813559322034 363.28813559322 377 1057 1128.84745762712 1078.5593220339 1008.15254237288 864.186440677966 672.898305084746 598.050847457627 626.915254237288 782.152542372881 949.474576271186 1094 2510 2505 2508.1186440678 2630.28813559322 2795.59322033898 1882.54237288136 1898.98305084746 2217.84745762712 2457.37288135593 2367.50847457627 2346 3287 3354.28813559322 3293.96610169492 3209.96610169492 3095.08474576271 2898.96610169492 2894.16949152542 3031.83050847458 3031.30508474576 3079.47457627119 3187
"94" 94 "aI" "F" 596 865.186440677966 929.898305084746 890.35593220339 869.050847457627 680.542372881356 620.762711864407 553.593220338983 415.525423728814 300.101694915254 244 1569 1586.20338983051 1474.23728813559 1609.28813559322 2068.8813559322 2009.50847457627 2345.86440677966 2337.69491525424 2243.08474576271 2193.23728813559 1921 2971 3009.69491525424 3091.15254237288 3042.66101694915 3101.32203389831 3040.54237288136 3072.94915254237 3018.28813559322 3029.77966101695 3037.38983050847 3068 4310 4066.8813559322 4010.27118644068 4029.89830508475 4101.89830508475 4062.67796610169 4082.72881355932 4061.71186440678 4089.06779661017 4166.35593220339 4261
"95" 95 "aI" "F" 485 576.474576271186 799.389830508474 466.118644067797 422.830508474576 556.610169491525 536.830508474576 496.915254237288 456.864406779661 394.016949152542 251 1344 1355.18644067797 1470.52542372881 1645.81355932203 1637.08474576271 1883.20338983051 2003.35593220339 2100.50847457627 2153.76271186441 2020.84745762712 1674 2915 3121.47457627119 3016.38983050847 2908.30508474576 2954.27118644068 2962.77966101695 2901.62711864407 2902.8813559322 2861.76271186441 2761.89830508475 2607 3739 4042.83050847458 4211.15254237288 4071.16949152542 4266.38983050847 4145.35593220339 4044.72881355932 4009.49152542373 3974.28813559322 3896.18644067797 3552
"96" 96 "aI" "F" 366 607.118644067797 660 640.338983050847 640 643.050847457627 569.745762711864 510.627118644068 406.915254237288 311.118644067796 244 1260 1473.22033898305 1552.8813559322 1679.32203389831 1785.76271186441 1932.20338983051 2177.28813559322 2247.76271186441 2180.61016949153 2003.89830508475 1995 2903 2944.81355932203 2955.91525423729 3019.66101694915 3020 3000 2960.67796610169 2940 3038.27118644068 3079.22033898305 3157 3921 4049.15254237288 4048.94915254237 4322.47457627119 4147.49152542373 4336.71186440678 4254.23728813559 4158.77966101695 4384.54237288136 4417.18644067797 4597
"97" 97 "aU" "F" 475 498.881355932203 471.745762711864 479.661016949153 489.440677966102 478.271186440678 433.271186440678 378.389830508475 362.220338983051 355.762711864407 323 1547 1426.57627118644 1366.96610169492 1275.5593220339 1177.1186440678 1095.74576271186 1017.66101694915 1035.72881355932 1022.01694915254 974.440677966102 857 3186 3127.91525423729 3025.59322033898 2893.05084745763 2864.33898305085 2874.30508474576 2962.81355932203 2829.93220338983 2884.59322033898 2898.22033898305 2695 4062 4118.69491525424 4230.93220338983 3526.83050847458 3683.5593220339 3675.98305084746 3691.30508474576 3635.57627118644 3782.23728813559 4159.86440677966 4065
"98" 98 "aI" "F" 720 700 736.118644067797 546.898305084746 636.186440677966 492.28813559322 491.474576271186 423.830508474576 399.016949152542 347.508474576271 304 1580 1580 1590.84745762712 1696.27118644068 1841.69491525424 1907.1186440678 2085.18644067797 2209.5593220339 2256.40677966102 2226.01694915254 2166 2912 2863.67796610169 2896.81355932203 2898.57627118644 2950.49152542373 2912.81355932203 2911.22033898305 2867.38983050847 2853.13559322034 2915.81355932203 2910 4118 4009.10169491525 4012.81355932203 4049.93220338983 4075.66101694915 4103 3984.62711864407 3973.32203389831 3937.54237288136 4072.33898305085 4166
"99" 99 "aI" "F" 565 695.966101694915 793.28813559322 710.389830508475 736.508474576271 567.457627118644 617.525423728814 587.203389830508 554.830508474576 417.847457627118 344 1868 1758.84745762712 1708.57627118644 1683.5593220339 1749.33898305085 1881.91525423729 2019.32203389831 2120.79661016949 2221.62711864407 2279.30508474576 2209 2929 3010.22033898305 3084.5593220339 3096.5593220339 3005.22033898305 3109.4406779661 3074.40677966102 3041.71186440678 3005.66101694915 3125.13559322034 3061 4155 4206.08474576271 4218.81355932203 4249.23728813559 4204.38983050847 4273.64406779661 4267.40677966102 4240.50847457627 4208.71186440678 4335.27118644068 4393
"100" 100 "aU" "F" 340 440 455.016949152542 454.881355932203 483.610169491525 377.593220338983 326.305084745763 313.881355932203 325 301.71186440678 240 1518 1365.15254237288 1195.93220338983 1104.81355932203 1160.69491525424 1039.30508474576 1065.72881355932 1084 1139.4406779661 1322.37288135593 1567 2927 2963.30508474576 2914.40677966102 2915.94915254237 2977.83050847458 2930.91525423729 3059.54237288136 3008 2999.13559322034 3048.61016949153 3280 3786 4074.30508474576 3952.25423728814 3899.25423728814 3980.84745762712 3911.4406779661 3960.10169491525 3919.77966101695 3995.86440677966 4151.5593220339 4606
"101" 101 "OY" "F" 271 370.559322033898 454.593220338983 479.389830508475 486.949152542373 445.474576271186 418.796610169491 388.305084745763 343 392.203389830508 467 1271 987.762711864407 1096.71186440678 1266.74576271186 1488.4406779661 1673.16949152542 1996.50847457627 2182.15254237288 2242.52542372881 2184.93220338983 2120 2685 2762.64406779661 2869.16949152542 2771.32203389831 2660.76271186441 2761.05084745763 2726 2756.1186440678 2759.83050847458 2757.42372881356 2772 3705 3654.67796610169 3702.38983050847 3630.45762711864 3558.69491525424 3731.16949152542 3850.72881355932 3866.33898305085 3879 3930.79661016949 3881
"102" 102 "OY" "F" 306 371.389830508475 411.474576271186 425.35593220339 439.237288135593 444.779661016949 450.35593220339 476.322033898305 471.203389830509 333.016949152542 276 1089 1081.32203389831 1100.47457627119 1140.5593220339 1316.72881355932 1381.8813559322 1655.49152542373 2229.40677966102 2192.84745762712 2324.74576271186 2322 2821 2897.49152542373 2904.49152542373 2745.76271186441 2752.18644067797 2728.27118644068 2712.69491525424 2763.54237288136 2965.71186440678 2940.40677966102 3223 4017 3957.5593220339 3930.52542372881 3924.64406779661 3887.05084745763 3933.33898305085 3958.16949152542 3932.38983050847 3965.03389830508 4118.5593220339 3988
"103" 103 "aI" "F" 641 885.779661016949 807.372881355932 697.71186440678 510.593220338983 374.932203389831 337.28813559322 308.610169491525 288.322033898305 274.915254237288 254 1701 1840.67796610169 1882.27118644068 1979.8813559322 2089.62711864407 2246.89830508475 2285.57627118644 2441.66101694915 2359.67796610169 2568.37288135593 2430 2936 2945.62711864407 2998.57627118644 2982.91525423729 2988.4406779661 2984.49152542373 3028.61016949153 3082.83050847458 3074.28813559322 3115.67796610169 3159 4034 3956.57627118644 4021.32203389831 4032.08474576271 4070.25423728814 4065.49152542373 4083.23728813559 4069.20338983051 4190.8813559322 4273.64406779661 4118
"104" 104 "aU" "F" 642 794.322033898305 813.64406779661 785.64406779661 701.779661016949 719.28813559322 641.745762711864 536.152542372881 466.35593220339 364.084745762712 276 1352 1416.13559322034 1429.94915254237 1415.45762711864 1376.96610169492 1342.98305084746 1244.71186440678 1199.38983050847 1160.4406779661 975.694915254237 979 3229 3097.28813559322 3075.03389830508 2973.15254237288 2964.86440677966 2962.64406779661 2927.96610169492 2989.15254237288 2959.71186440678 2948.35593220339 3045 4715 4109.45762711864 3954.72881355932 4009.52542372881 3999.59322033898 3932.40677966102 4018.40677966102 4248.40677966102 4035.62711864407 3910.61016949153 3903
"105" 105 "aI" "F" 600 673.28813559322 767.135593220339 772.559322033898 725.474576271186 675.440677966102 463.033898305085 452.610169491525 394.949152542373 381.966101694915 356 1420 1505.42372881356 1590.84745762712 1732.54237288136 1881.69491525424 2014.23728813559 2290.16949152542 2555.93220338983 2700 2347.66101694915 2060 2886 3115.83050847458 2951.15254237288 2934.8813559322 2879.71186440678 2788.47457627119 2906.4406779661 3082.74576271186 3079.33898305085 2804.83050847458 2820 3927 3965.03389830508 3799 3906.05084745763 3988.40677966102 4084.30508474576 4189.33898305085 4087 4267.23728813559 4206.16949152542 4135
"106" 106 "OY" "F" 406 398.152542372881 398.864406779661 385 395.830508474576 385.186440677966 373.338983050847 362.389830508475 340.677966101695 315.271186440678 262 1369 1187.79661016949 1108.8813559322 1046.28813559322 1123.23728813559 1176.08474576271 1198.08474576271 1512.25423728814 1372.03389830508 1307.15254237288 1087 2963 3161.23728813559 3396.10169491525 3199.13559322034 3161.76271186441 2729.83050847458 2729.61016949153 2726.06779661017 2660.83050847458 2542.18644067797 2426 4168 4392.79661016949 4606.3220338983 4359.93220338983 4627.16949152542 3555.66101694915 3602.62711864407 3753.30508474576 3735.93220338983 3626.69491525424 3763
"107" 107 "aI" "F" 492 614.237288135593 584.694915254237 369.203389830508 318.661016949153 330.237288135593 333.745762711864 344.271186440678 346.169491525424 312.220338983051 281 1710 1746.37288135593 1747.74576271186 1745.27118644068 1759.38983050847 1912.08474576271 2157.76271186441 2144.08474576271 2258.61016949153 2147.77966101695 2100 3069 3080.15254237288 3048.03389830508 3075.28813559322 3022.03389830508 2999.15254237288 3004.16949152542 3024.98305084746 3038.8813559322 3056.61016949153 3192 4181 4149.96610169491 4165.59322033898 4066.35593220339 3915.93220338983 4292.86440677966 4097.49152542373 3925.5593220339 3993.84745762712 4159.27118644068 4269
"108" 108 "aI" "F" 625 781.983050847458 773.457627118644 864.576271186441 760.915254237288 682.389830508475 603 555.28813559322 548.067796610169 480.423728813559 326 1577 1624.30508474576 1622.25423728814 1687.38983050847 1694.49152542373 1775.59322033898 1884.5593220339 2095.13559322034 2152.69491525424 2138.94915254237 1936.63704819277 3146 2869.71186440678 2849.08474576271 2811.28813559322 2830.54237288136 2846.32203389831 2859.5593220339 2907.22033898305 2997.40677966102 3009.28813559322 2698 4152 4036.96610169492 3958.79661016949 3828.49152542373 3895.4406779661 3930.33898305085 4031.13559322034 4121.84745762712 4090.84745762712 4114.20338983051 4323
"109" 109 "aI" "F" 395 699.661016949153 858.64406779661 820 741.35593220339 563.389830508475 490.169491525423 402.372881355932 322.71186440678 273.830508474576 256 1360 1479.66101694915 1509.76271186441 1618.15254237288 1780.03389830508 1892.93220338983 2089.05084745763 2258.30508474576 2272.32203389831 2254.1186440678 2104 2941 2900.81355932203 3148.69491525424 3233.45762711864 3077.67796610169 3071.57627118644 3114.57627118644 3162.91525423729 3335.81355932203 3268.05084745763 3267 3824 4189.22033898305 4060.71186440678 4204.52542372881 3883.47457627119 3965.01694915254 3984.91525423729 4046.35593220339 4099.3220338983 4016.66101694915 4283
"110" 110 "aI" "F" 580 645.084745762712 700 740 740 740 740 740 678.64406779661 456.949152542373 320 1840 1970.16949152542 2160.33898305085 2295.25423728814 2420.33898305085 2534.10169491525 2526.72881355932 2438.27118644068 2487.42372881356 2354.40677966102 2221 3080 2969.52542372881 2973.08474576271 2907.05084745763 3164.5593220339 3067.79661016949 3123.32203389831 3017.23728813559 3036.23728813559 3068.76271186441 3071 4113 4156.20338983051 4167.06779661017 4051.86440677966 4054.76271186441 4047.69491525424 4056.64406779661 4024.67796610169 4066.89830508475 4144.83050847458 4202
"111" 111 "aI" "F" 332 517.847457627119 633.457627118644 811.033898305085 900 920 940 940 940 927.457627118644 920 1469 1500.38983050847 1700 1715.66101694915 1740 1809.49152542373 1881.69491525424 1958.64406779661 2004.59322033898 1985.18644067797 1980 3015 3094.91525423729 3083.79661016949 3091.05084745763 3089.59322033898 3104.47457627119 3001.72881355932 3152.91525423729 3101.93220338983 3100.62711864407 3115 4068 4048.05084745763 4141.40677966102 4142.28813559322 4095.13559322034 4035.42372881356 4273.10169491525 4323.22033898305 4073.47457627119 4092.30508474576 4151
"112" 112 "aU" "F" 395 597.932203389831 518.084745762712 459.305084745763 419.169491525424 417.28813559322 410.508474576271 403.796610169492 393.033898305085 342.135593220339 190 1278 1253.76271186441 1185.61016949153 1064.54237288136 985.542372881356 956.593220338983 982.64406779661 1129.10169491525 1303.76271186441 1496.35593220339 1813 2722 2867.76271186441 2849.23728813559 2822.49152542373 2791.61016949153 2892.81355932203 2832.10169491525 2815.1186440678 2797.67796610169 2920.62711864407 3148 3805 3899.50847457627 3854.5593220339 3743.45762711864 3699.38983050847 3752.84745762712 3700.49152542373 3785.79661016949 3836.22033898305 4049.62711864407 4479
"113" 113 "aU" "F" 400 440 440 480.796610169492 512.559322033898 470.728813559322 419.474576271186 391.169491525424 360.627118644068 397.610169491526 395 940 976.610169491525 999.338983050847 997.915254237288 1010.45762711864 954.220338983051 891.338983050847 878.169491525424 774.237288135593 730.508474576271 680 3917 2793.59322033898 2847.76271186441 2816.64406779661 2907.16949152542 2912.1186440678 2866.05084745763 2900.4406779661 2940 2897.4219297415 3745 4940 3844.71186440678 3993.79661016949 4021.49152542373 4012.57627118644 3958.32203389831 3882.15254237288 3875.5593220339 3981.27118644068 3934.64406779661 4897
"114" 114 "aI" "F" 560 665.423728813559 770.847457627119 840 870.847457627119 852.881355932203 742.576271186441 640.525423728814 434.322033898305 367.016949152542 295 1280 1365.42372881356 1461.69491525424 1584.40677966102 1703.38983050847 1800.67796610169 1928.81355932203 2036.94915254237 2121.69491525424 2140 2140 2443 3533.67796610169 3268.91525423729 3016.67796610169 2968.33898305085 2889.59322033898 2884.45762711864 2930.08474576271 2898.74576271186 2836.33898305085 2653 3518 4658.83050847458 3711.96610169492 3781.42372881356 4042.47457627119 4249.37288135593 3946.8813559322 3995.5593220339 3998.23728813559 3991.01694915254 4040
"115" 115 "OY" "F" 391 483.016949152542 493.474576271186 478.423728813559 463.71186440678 472.813559322034 476.932203389831 462.457627118644 389.71186440678 327.64406779661 312 1323 1243.62711864407 1196.37288135593 1120.8813559322 1103.52542372881 1162.96610169492 1281.91525423729 1462.35593220339 1601.76271186441 1802.69491525424 1951 2975 3023.76271186441 3029.10169491525 2668.1186440678 2643.45762711864 2820.45762711864 2770.66101694915 2695.93220338983 2575.83050847458 2529.93220338983 2494 4060 4396.23728813559 4603.89830508475 3143.16949152542 3142.77966101695 3307.71186440678 3384.01694915254 3524.66101694915 3606.15254237288 3664.40677966102 3717
"116" 116 "aI" "F" 498 636.949152542373 676.830508474576 696.118644067797 700.322033898305 649.338983050847 612.135593220339 490.966101694915 373.508474576271 364.559322033898 339 1166 1318.42372881356 1376.84745762712 1377.3220338983 1797.5593220339 2111.61016949153 2110.89830508475 2137.22033898305 2216.66101694915 2208.79661016949 2114 2932 2938.23728813559 2902 3183.81355932203 2891.79661016949 2970.64406779661 3341.10169491525 3203.47457627119 3059.13559322034 3097.33898305085 3156 3976 3956.13559322034 4085.98305084746 4158.23728813559 4180.28813559322 4214.22033898305 4042.77966101695 4091.08474576271 4183.59322033898 4192.37288135593 4272
"117" 117 "aI" "F" 522 619 799.254237288136 821.406779661017 749.389830508475 684.677966101695 621.881355932203 575.016949152542 461.559322033898 418.033898305085 321 1360 1326.01694915254 1425.32203389831 1662 1865.50847457627 1963.42372881356 2125.27118644068 2180.22033898305 2180.71186440678 2080.79661016949 1895 3069 3078.72881355932 3018.89830508475 2818.50847457627 2847.71186440678 2849.69491525424 2841.91525423729 2892.8813559322 2841.10169491525 2956.96610169492 2808 3915 3870.94915254237 3989.52542372881 4079.59322033898 4081.08474576271 4124.1186440678 4125.49152542373 4303.93220338983 4131.06779661017 4082.69491525424 4086
"118" 118 "aI" "F" 900 900 890.508474576271 880 861.016949152542 860 831.525423728814 786.779661016949 780 780 780 1280 1394.23728813559 1528.47457627119 1662.71186440678 1836.94915254237 1987.45762711864 2088.47457627119 2153.22033898305 2197.96610169492 2260 2260 3032 3192.81355932203 3191 3430.5593220339 3337.89830508475 3109.57627118644 3112.74576271186 2968.05084745763 2961.8813559322 2999.77966101695 3152 3714 3826.83050847458 3897.16949152542 3840.08474576271 3971.98305084746 3947.47457627119 3962.71186440678 3988.61016949153 4000.38983050847 4018.33898305085 4123
"119" 119 "aI" "F" 1060 1031.18644067797 982.372881355932 887.118644067797 769.491525423729 715.35593220339 561.322033898305 462.237288135593 429.135593220339 382.338983050847 324 1620 1717.62711864407 1832.8813559322 1946.4406779661 2030.50847457627 2104.06779661017 2185.76271186441 2240 2300.91525423729 2265.13559322034 2335 2774 2805.59322033898 2874.86440677966 2748.67796610169 2965.5593220339 2972.03389830508 2991.06779661017 3136.54237288136 3241.74576271186 3372.4406779661 3276 3826 3986.05084745763 3994.81355932203 3975.45762711864 3945.01694915254 3964.16949152542 4190.74576271186 4091.28813559322 4104.20338983051 4007.57627118644 4016
"120" 120 "aI" "F" 500 602.338983050847 705.932203389831 716.508474576271 622.762711864407 458.64406779661 335.457627118644 271.508474576271 269.118644067797 247.898305084746 433 1240 1190.66101694915 1215.40677966102 1651.10169491525 1918.81355932203 2154.33898305085 2365.57627118644 2465.61016949153 2554.01694915254 2295.03389830508 2038 3024 2877.83050847458 2888.35593220339 2894.86440677966 2904.4406779661 2911.37288135593 2947.33898305085 2932.22033898305 2934.49152542373 2950.71186440678 2910 3785 3807.33898305085 3986.49152542373 4132.83050847458 4136.4406779661 4002.38983050847 4041.40677966102 4058.89830508475 4041.94915254237 4048.20338983051 3983
"121" 121 "aU" "F" 410 511.271186440678 796.457627118644 880.322033898305 870.237288135593 459.661016949152 438.491525423729 458.661016949153 473.508474576271 339.474576271186 249 1248 1175.13559322034 1194.89830508475 1379.8813559322 1376.8813559322 1003.94915254237 941.796610169492 999.389830508475 946.050847457627 800.847457627119 912 3086 3065.25423728814 3044.50847457627 2998.98305084746 3026.96610169492 2841.45762711864 2831.15254237288 2955.08474576271 3187.40677966102 3037.23728813559 3375 3899 3722.86440677966 3885.94915254237 3945.40677966102 3970.86440677966 4017.5593220339 3911.03389830508 3944.27118644068 3962.20338983051 3895.86440677966 3972
"122" 122 "OY" "F" 317 429.983050847458 494.796610169492 485.610169491525 508.508474576271 476.694915254237 492.576271186441 492.71186440678 475.084745762712 386.813559322034 278 1053 1028.86440677966 1062.91525423729 1095.61016949153 1372.38983050847 1806.74576271186 2143.16949152542 2147.15254237288 2218.37288135593 2212.69491525424 2644 2973 2992.23728813559 2854.38983050847 2711.8813559322 2703.23728813559 2720.38983050847 2779.79661016949 2838.25423728814 2901.32203389831 3001.74576271186 2950 4023 3975.40677966102 3955.37288135593 3920.84745762712 3902.13559322034 3955.23728813559 4039.57627118644 3955.33898305085 4062.08474576271 4095 4113
"123" 123 "aU" "F" 568 616.949152542373 594.779661016949 575.389830508475 565.186440677966 532.677966101695 487.864406779661 475.576271186441 450.491525423729 355.06779661017 275 1293 1231.23728813559 1187.5593220339 1121.93220338983 1106.81355932203 1129.28813559322 1145.96610169492 1207.18644067797 1235.49152542373 1141.28813559322 1759 2922 2909.35593220339 2778.96610169492 2759.47457627119 2823.62711864407 2896.35593220339 2910.91525423729 2940.86440677966 2995.67796610169 2939.61016949153 3560 3787 3697.81355932203 3327.22033898305 3578.93220338983 3719.76271186441 3710.62711864407 3706.5593220339 3748.01694915254 3972.06779661017 4074.66101694915 4162
"124" 124 "aI" "F" 700 729.152542372881 760 807.457627118644 820 720 666.101694915254 574.71186440678 489.694915254237 312.983050847458 251 1220 1150.84745762712 1120 1120 1289.83050847458 1574.57627118644 1864.74576271186 2139.59322033898 2233.22033898305 2324.74576271186 2360 2787 2806.64406779661 2856.03389830508 2920.77966101695 2877.28813559322 2956.66101694915 2998.20338983051 2885.64406779661 2961.23728813559 2751.38983050847 2676 3734 3595.1186440678 3683.32203389831 3552.66101694915 3751.03389830508 4075.52542372881 4047.94915254237 3995.64406779661 4131.23728813559 3972.91525423729 3840
"125" 125 "aI" "F" 538 626.203389830509 693.118644067797 711.28813559322 718 671.305084745763 564.932203389831 573.627118644068 538.593220338983 410.661016949152 265 1757 1680.59322033898 1680.25423728814 1594.71186440678 1905.62711864407 1923.62711864407 1939.13559322034 1959.69491525424 1983.30508474576 2010.37288135593 1956 2985 2979.23728813559 2961.57627118644 2987.89830508475 2963.47457627119 3200.66101694915 3234.28813559322 3092.38983050847 3058.5593220339 3184.08474576271 3271 4087 4094.18644067797 4058.22033898305 4075.83050847458 4100.77966101695 3996.59322033898 4039.05084745763 4049.64406779661 4140.45762711864 4089.62711864407 4129
"126" 126 "OY" "F" 388 448.864406779661 441.372881355932 508.135593220339 552.71186440678 543.627118644068 477.932203389831 364.932203389831 346.203389830509 278.118644067797 240 1411 1350.42372881356 1246.62711864407 1197.93220338983 1211.79661016949 1521.76271186441 1894.23728813559 2133.22033898305 2398.98305084746 2460 2460 2889 2852.28813559322 2878.8813559322 2793.61016949153 2819.84745762712 3646.67796610169 3408.74576271186 3671.64406779661 2738.49152542373 3427.54237288136 2943 3287 3775.22033898305 3830.74576271186 3675.5593220339 3858.22033898305 4579.28813559322 4472.32203389831 4630.23728813559 3923.52542372881 4377.69491525424 4026
"127" 127 "aI" "F" 532 719.525423728814 802.338983050847 803.220338983051 740.322033898305 634.28813559322 619.93220338983 569.423728813559 549.322033898305 447.203389830508 291 1666 1693.57627118644 1783.4406779661 1822.89830508475 1807.30508474576 1862.59322033898 2108.77966101695 2225.30508474576 2276.45762711864 2240.59322033898 2110 3025 3104.25423728814 3071.40677966102 3102.81355932203 3128.59322033898 3160.35593220339 3173.10169491525 3168.16949152542 3123.25423728814 3047.05084745763 3060 4101 4016.25423728814 4044.66101694915 4186.45762711864 4036.22033898305 3965.89830508475 4101.23728813559 3925.13559322034 3975.52542372881 4074.86440677966 4139
"128" 128 "aI" "F" 592 749.559322033898 852.186440677966 746.932203389831 707.016949152542 608.067796610169 522.830508474576 498.966101694915 410.237288135593 298.677966101695 226 1700 1858.30508474576 1978.30508474576 2114.91525423729 2253.22033898305 2371.52542372881 2480 2407.79661016949 2193.5593220339 1997.62711864407 1920 3067 2836.16949152542 2883.35593220339 2787.42372881356 2874.05084745763 2868.54237288136 2880.16949152542 2944.38983050847 2866.83050847458 2966.5593220339 2838 4263 4135.08474576271 4078.98305084746 4129.16949152542 4225.86440677966 4315.98305084746 3999.32203389831 4028.52542372881 4214.16949152542 4015 3915
"129" 129 "aI" "F" 430 601.423728813559 728.118644067797 787.152542372881 777.203389830509 748 686.101694915254 626.389830508475 576.152542372881 370.71186440678 323 1519 1576.83050847458 1676.8813559322 1826.77966101695 1863.47457627119 1989.61016949153 2034.45762711864 2153.96610169492 2180 2170.74576271186 2093 2750 2990.52542372881 2942.42372881356 2924.54237288136 2981.8813559322 2960.52542372881 2913.69491525424 3035.93220338983 3126.08474576271 3663.22033898305 3681 4038 3969.83050847458 3927.42372881356 4029.8813559322 3924.83050847458 3992.06779661017 3949.8813559322 3935.61016949153 4022.5593220339 4081.59322033898 4088
"130" 130 "aI" "F" 548 610.966101694915 787.796610169492 850.440677966102 773.237288135593 767.033898305085 714.372881355932 618.983050847458 555.796610169491 302.050847457627 257 1288 1262.93220338983 1355.45762711864 1462.20338983051 1742.16949152542 1939.76271186441 2069.86440677966 2190.66101694915 2197.94915254237 2149.67796610169 1798 3042 3052.72881355932 3088.5593220339 3273.50847457627 3301.15254237288 3064.38983050847 3092.54237288136 3077.59322033898 2970.49152542373 2858.72881355932 2787 3972 3994.69491525424 3974.30508474576 3926.45762711864 4130.76271186441 3991.61016949153 4017.76271186441 4051.27118644068 4018.33898305085 3900.71186440678 3734
"131" 131 "aI" "F" 420 715.932203389831 877.28813559322 880 862.71186440678 840 691.949152542373 526.271186440678 464.322033898305 489.220338983051 356 1460 1498.64406779661 1598.64406779661 1717.96610169492 1834.57627118644 1956.61016949153 2169.93220338983 2292.01694915254 2358.66101694915 2381.06779661017 2216 2963 3080.59322033898 3028.8813559322 3347.96610169492 3027.33898305085 2981.67796610169 2905.94915254237 2942.35593220339 2961.05084745763 2963.72881355932 3086 3983 3945.10169491525 4007.38983050847 4003.77966101695 3905.79661016949 3939.77966101695 4094.05084745763 4113.25423728814 4157.13559322034 4091.47457627119 4131
